,2.5,5.0,10.0,25.0,50.0,100.0,250.0,500.0
112-168G T1,0.02442857142857145,0.02071428571428573,0.03228571428571431,0.025428571428571453,0.027142857142857166,0.021857142857142766,0.02400000000000002,0.03171428571428574
112-168G T2,0.02971428571428574,0.022142857142857162,0.035285714285714316,0.04200000000000004,0.03400000000000003,0.03928571428571432,0.042142857142857176,0.03585714285714289
112-168G T3,0.056142857142857,0.04928571428571422,0.04457142857142861,0.04385714285714289,0.041142857142857175,0.059142857142857205,0.04357142857142861,0.04557142857142861
112-168G T4,0.017571428571428585,0.057999999999999934,0.03928571428571421,0.041142857142857175,0.04800000000000004,0.020285714285714303,0.018000000000000013,0.05214285714285719
117-164G T1,0.02442857142857145,0.023714285714285733,0.031571428571428604,0.028428571428571452,0.02842857142857145,0.029142857142857168,0.031142857142857173,0.0285714285714286
117-164G T2,0.01914285714285716,0.018857142857142874,0.013000000000000012,0.020428571428571445,0.0152857142857143,0.028714285714285737,0.024142857142857164,0.026000000000000027
117-164G T3,0.017857142857142873,0.021714285714285735,0.023142857142857163,0.028428571428571452,0.03285714285714289,0.04557142857142861,0.03514285714285717,0.031142857142857173
117-164G T4,0.028000000000000025,0.028714285714285553,0.037142857142856985,0.026000000000000023,0.039714285714285744,0.045428571428571235,0.039571428571428605,0.038428571428571465
WT T1,0.06699999999999982,0.08228571428571424,0.13742857142857137,0.23457142857142857,0.35957142857142865,0.4238571428571429,0.42814285714285716,0.39485714285714296
WT T2,0.06542857142857125,0.09428571428571418,0.1372857142857142,0.23557142857142868,0.3788571428571428,0.4741428571428573,0.49014285714285716,0.3855714285714286
WT T3,0.0531428571428572,0.0934285714285714,0.12371428571428583,0.21814285714285722,0.3590000000000001,0.3957142857142857,0.41899999999999993,0.38942857142857146
WT T4,0.07357142857142852,0.09185714285714294,0.12085714285714286,0.22042857142857156,0.3857142857142858,0.4295714285714286,0.44042857142857145,0.41228571428571426
112G T1,0.04814285714285707,0.04742857142857147,0.03285714285714289,0.04600000000000004,0.03871428571428575,0.04557142857142862,0.04028571428571433,0.027000000000000024
112G T2,0.055285714285714334,0.05228571428571434,0.06642857142857149,0.05800000000000006,0.05071428571428576,0.037999999999999846,0.033571428571428495,0.03885714285714289
112G T3,0.05714285714285709,0.06528571428571434,0.06442857142857149,0.06500000000000006,0.054571428571428625,0.051428571428571476,0.05228571428571433,0.03614285714285718
112G T4,0.06528571428571435,0.05971428571428577,0.0631428571428571,0.06171428571428576,0.0581428571428572,0.044571428571428616,0.04157142857142861,0.026428571428571454
117G T1,0.031571428571428604,0.0315714285714286,0.03700000000000003,0.03200000000000003,0.03728571428571432,0.03171428571428574,0.030000000000000023,0.028714285714285737
117G T2,0.026000000000000023,0.030285714285714315,0.02814285714285717,0.02985714285714288,0.03128571428571431,0.0335714285714286,0.04242857142857147,0.02928571428571431
117G T3,0.025142857142857168,0.025714285714285738,0.014428571428571442,0.02300000000000002,0.024428571428571452,0.03357142857142834,0.02671428571428574,0.011857142857142868
117G T4,0.019428571428571448,0.010000000000000009,0.033857142857142884,0.019571428571428587,0.021285714285714304,0.008285714285714294,0.029285714285714307,0.023714285714285733
164G T1,0.04342857142857147,0.04085714285714289,0.04242857142857146,0.03842857142857146,0.0448571428571429,0.053857142857142715,0.0478571428571427,0.04157142857142837
164G T2,0.04471428571428551,0.032999999999999786,0.03085714285714288,0.03342857142857145,0.03085714285714288,0.03685714285714265,0.027571428571428597,0.02828571428571431
164G T3,0.034285714285714315,0.033714285714285745,0.030000000000000023,0.0212857142857143,0.033142857142857175,0.02614285714285717,0.038857142857142896,0.02871428571428563
164G T4,0.0305714285714286,0.02814285714285717,0.0315714285714286,0.031000000000000028,0.034285714285714315,0.03571428571428575,0.03671428571428551,0.02928571428571431
168G T1,0.04671428571428575,0.04285714285714278,0.04771428571428564,0.0445714285714286,0.04257142857142843,0.04157142857142837,0.025428571428571196,0.030428571428571204
168G T2,0.04642857142857147,0.04385714285714278,0.05571428571428557,0.04371428571428556,0.05271428571428565,0.0445714285714285,0.03757142857142849,0.04099999999999977
168G T3,0.05314285714285719,0.06342857142857149,0.06642857142857138,0.06442857142857138,0.05585714285714281,0.0598571428571428,0.05499999999999979,0.04057142857142852
168G T4,0.054428571428571236,0.05571428571428551,0.05985714285714272,0.05928571428571414,0.05914285714285709,0.0425714285714286,0.033285714285714314,0.04757142857142861
D118N T1,0.0702857142857141,0.07842857142857125,0.10542857142857126,0.11085714285714272,0.103142857142857,0.08999999999999983,0.063142857142857,0.02328571428571415
D118N T2,0.06771428571428557,0.08128571428571411,0.10699999999999987,0.11571428571428559,0.09742857142857127,0.07828571428571417,0.06185714285714273,0.0559999999999998
D118N T3,0.06528571428571416,0.05314285714285708,0.07971428571428556,0.09185714285714269,0.08828571428571418,0.08357142857142841,0.04971428571428575,0.04428571428571421
D118N T4,0.06171428571428553,0.07399999999999982,0.0958571428571427,0.10328571428571426,0.12557142857142858,0.09371428571428568,0.07599999999999987,0.04999999999999993
L82V T1,0.07999999999999984,0.09614285714285699,0.11614285714285708,0.12499999999999993,0.12314285714285708,0.1202857142857142,0.0821428571428571,0.06485714285714292
L82V T2,0.06642857142857124,0.07571428571428554,0.10871428571428558,0.12728571428571422,0.11857142857142847,0.10857142857142849,0.07685714285714293,0.057999999999999934
L82V T3,0.05985714285714267,0.10157142857142847,0.10757142857142843,0.11057142857142857,0.10971428571428557,0.12357142857142848,0.048428571428571376,0.07528571428571425
